name,armed robbery,car theft,snatch theft,minor injuries,robbery,serious injuries,theft,vandalism,date,latitude,longitude
complaint303,0,2,0,2,0,1,2,2,13/02/2019,-31.441336142053363,-64.24307505549514
complaint304,0,0,0,1,2,0,1,0,09/10/2019,-31.440870109372053,-64.2439153120218
complaint305,0,1,0,0,1,2,2,1,20/09/2017,-31.433873678801767,-64.24383162321757
complaint306,0,2,0,1,0,2,0,2,10/03/2013,-31.4358279084846,-64.24762177271545
complaint307,0,1,0,2,0,1,2,1,10/01/2020,-31.438621871603992,-64.24551547169636
complaint308,0,0,0,0,0,2,1,1,18/11/2015,-31.44615599042639,-64.24660290830717
complaint309,0,1,0,2,0,2,1,1,06/12/2016,-31.437136678864857,-64.2476568367757
complaint310,0,1,0,1,1,1,2,2,08/09/2011,-31.434196919646606,-64.24410376204278
complaint311,0,1,0,1,0,2,2,0,25/08/2021,-31.44385611580299,-64.24620409740616
complaint312,0,2,0,1,2,1,2,2,13/03/2018,-31.433891923470853,-64.24555427079004
complaint313,0,1,0,2,2,0,0,2,04/06/2018,-31.44091413212587,-64.24767785277766
complaint314,0,1,0,0,0,0,1,1,13/02/2020,-31.440281303819578,-64.24517607532033
complaint315,0,1,0,0,1,2,0,1,08/09/2017,-31.437331988059427,-64.24423747719892
complaint316,0,0,0,2,0,2,2,1,04/04/2018,-31.44310957440113,-64.24672019393282
complaint317,0,2,0,1,2,2,2,0,02/09/2020,-31.437058013409512,-64.24553521645247
complaint318,0,2,0,0,1,1,1,1,21/11/2015,-31.438721498400206,-64.24783508820123
complaint319,0,2,0,1,1,1,1,0,19/07/2011,-31.443240318371345,-64.24472006800193
complaint320,0,2,0,0,2,0,2,0,14/08/2016,-31.438169924587225,-64.24791692973784
complaint321,0,0,0,1,0,0,2,0,07/02/2013,-31.447190461406503,-64.24295806438892
complaint322,0,1,0,1,0,2,1,1,23/06/2012,-31.447195579011638,-64.24609752149857
complaint323,0,2,0,1,2,0,0,0,06/05/2018,-31.43753286928977,-64.24313412382625
complaint324,0,1,0,2,1,0,1,1,02/11/2019,-31.444326610443344,-64.2456739624879
complaint325,0,2,0,0,1,2,0,2,26/01/2015,-31.436665992699318,-64.24757831180563
complaint326,0,2,0,2,0,1,2,1,16/01/2017,-31.443263988279607,-64.24446765301829
complaint327,0,0,0,2,1,0,2,0,23/01/2019,-31.4437619259282,-64.24406651150083
complaint328,0,1,0,1,0,0,1,0,15/06/2011,-31.43412668490786,-64.24614158187838
complaint329,0,2,0,1,1,2,1,2,12/08/2010,-31.441428639041092,-64.24285408412355
complaint330,0,0,0,1,1,0,1,0,08/03/2020,-31.44419998183054,-64.24739641412867
complaint331,0,1,0,2,1,2,2,2,13/10/2013,-31.44677121322586,-64.2473632569346
complaint332,0,2,0,0,2,1,2,0,31/10/2019,-31.43404425870507,-64.24344034958138
complaint333,0,0,0,2,1,2,0,2,11/09/2017,-31.439848269822214,-64.24579613564072
complaint334,0,1,0,0,2,0,2,0,18/11/2016,-31.44199146820741,-64.24494503478591
complaint335,0,0,0,0,0,0,0,2,10/04/2019,-31.437313987135365,-64.2458257762793
complaint336,0,2,0,1,1,1,2,2,02/02/2010,-31.433859526512315,-64.24642147983421
complaint337,0,1,0,2,2,0,2,1,14/06/2014,-31.432582583558784,-64.24686694094093
complaint338,0,1,0,1,0,1,1,0,22/06/2016,-31.44552111930661,-64.24336527800102
complaint339,0,2,0,0,2,0,0,0,28/03/2012,-31.44600105893443,-64.24628072343533
complaint340,0,0,0,2,0,2,1,1,26/10/2018,-31.446642254807774,-64.2461145910238
complaint341,0,1,0,0,2,1,2,2,20/02/2010,-31.43373371118512,-64.24596197190789
complaint342,0,1,0,1,0,2,1,2,13/07/2020,-31.440339931360374,-64.2475205017939
complaint343,0,2,0,1,1,1,2,0,02/03/2019,-31.44505901905191,-64.24285825516009
complaint344,0,2,0,0,2,1,0,2,05/11/2012,-31.44236337061334,-64.24458733663876
complaint345,0,0,0,2,0,1,0,2,01/11/2012,-31.436141221456023,-64.24528597710143
complaint346,0,2,0,0,2,0,1,0,03/05/2012,-31.437334122900577,-64.24723240827423
complaint347,0,1,0,1,1,0,1,1,09/05/2019,-31.439462797585367,-64.2451176213485
complaint348,0,1,0,1,0,1,0,0,15/01/2014,-31.44715447236288,-64.2427494688954
complaint349,0,2,0,2,0,1,0,1,15/09/2013,-31.4466141543756,-64.24294920867389
complaint350,0,1,0,2,0,0,0,0,27/09/2010,-31.43913718694973,-64.24431418726193
complaint351,0,0,0,1,2,2,1,0,21/07/2020,-31.438917927740412,-64.2454933618698
complaint352,0,0,0,1,1,0,1,2,30/06/2017,-31.443291378051295,-64.24400585630954
complaint353,0,0,0,0,1,1,0,0,11/08/2021,-31.438075439736817,-64.24693552119368
complaint354,0,1,0,0,2,1,2,0,08/06/2012,-31.446836923008508,-64.24679758633539
complaint355,0,1,0,1,1,1,1,0,24/05/2017,-31.432609109941705,-64.24360428389893
complaint356,0,0,0,2,0,1,2,2,19/11/2017,-31.441692137644708,-64.24656903682582
complaint357,0,2,0,2,0,2,2,2,02/08/2011,-31.437313017879525,-64.24692247233338
complaint358,0,1,0,0,0,2,1,1,02/01/2015,-31.434223604749537,-64.24684127837745
complaint359,0,0,0,0,2,1,1,1,05/12/2012,-31.437061955531025,-64.24343230067875
complaint360,0,0,0,2,2,0,1,0,07/09/2012,-31.433729220327276,-64.24583849732494
complaint361,0,1,0,1,0,1,0,1,18/02/2013,-31.447006219510925,-64.24345378746776
complaint362,0,1,0,1,2,2,1,2,05/06/2014,-31.44708496654332,-64.24422406078449
complaint363,0,0,0,1,2,1,0,1,19/02/2020,-31.439385924168622,-64.24433326999707
complaint364,0,2,0,0,1,2,0,1,10/11/2020,-31.438244548159744,-64.24283254661556
complaint365,0,1,0,2,2,1,0,0,04/05/2010,-31.441778722715622,-64.24745799109473
complaint366,0,2,0,2,2,0,2,0,21/01/2011,-31.446319549957895,-64.24758196111597
complaint367,0,1,0,0,0,2,2,1,15/03/2016,-31.438025525292524,-64.245738150021
complaint368,0,0,0,2,2,1,2,2,24/09/2016,-31.434717622027442,-64.24797337781813
complaint369,0,0,0,2,1,1,0,0,12/05/2015,-31.436199232668972,-64.24680679684157
complaint370,0,0,0,1,1,0,1,1,15/01/2017,-31.441721699917633,-64.24281918909915
complaint371,0,2,0,0,0,2,0,2,07/07/2015,-31.442494998078033,-64.24298158041918
complaint372,0,0,0,1,0,0,2,0,18/04/2015,-31.439850070405313,-64.2451180726011
complaint373,0,0,0,1,1,1,0,2,08/02/2015,-31.43393981803723,-64.24470990995334
complaint374,0,0,0,0,1,1,0,0,03/10/2011,-31.446065053842847,-64.2437322550341
complaint375,0,2,0,1,2,2,2,1,18/05/2013,-31.432756682571018,-64.24637648739062
complaint376,0,0,0,2,2,0,1,2,13/05/2018,-31.43833753214331,-64.24677407575574
complaint377,0,2,0,1,2,2,1,1,30/12/2012,-31.43598068169298,-64.2465206700538
complaint378,0,2,0,2,0,0,0,2,06/04/2019,-31.443840590197123,-64.24445057490694
complaint379,0,2,0,0,0,0,2,2,19/03/2011,-31.442706979579373,-64.24393533489217
complaint380,0,0,0,2,2,2,1,2,15/12/2012,-31.446530571511214,-64.24582304807109
complaint381,0,2,0,2,0,2,2,1,08/09/2017,-31.43429036041629,-64.24489614965624
complaint382,0,0,0,0,2,2,0,1,17/03/2013,-31.445448097273612,-64.2456956401043
complaint383,0,0,0,2,2,0,2,1,08/02/2018,-31.44398553040273,-64.2428727285473
complaint384,0,0,0,2,2,2,2,2,30/06/2011,-31.43832305623044,-64.24538076844408
complaint385,0,2,0,2,0,0,0,1,14/09/2021,-31.43737588261619,-64.2459775893319
complaint386,0,0,0,1,2,1,2,0,19/03/2016,-31.437888870542547,-64.24753564598362
complaint387,0,1,0,2,0,0,1,1,01/07/2011,-31.443417146294703,-64.24385804009479
complaint388,0,1,0,1,2,2,1,1,07/09/2021,-31.4361530350619,-64.24453157031257
complaint389,0,0,0,1,0,1,1,1,09/08/2016,-31.442015029811873,-64.24677146040497
complaint390,0,2,0,0,0,1,0,1,04/11/2014,-31.445496267647723,-64.24500405342613
complaint391,0,1,0,1,0,2,2,0,04/02/2015,-31.44355596460623,-64.24326606068348
complaint392,0,1,0,1,2,0,1,0,29/01/2015,-31.441246132757414,-64.24320900043936
complaint393,0,2,0,1,1,0,1,2,15/04/2010,-31.4332172025908,-64.2441101514352
complaint394,0,2,0,1,0,1,1,1,08/09/2015,-31.440879215932032,-64.24623801112863
complaint395,0,1,0,1,2,2,2,1,27/06/2017,-31.432651672321764,-64.24435005345487
complaint396,0,2,0,1,2,0,1,2,20/02/2012,-31.433992302108038,-64.24303697538056
complaint397,0,2,0,0,1,2,0,1,22/01/2021,-31.43705290653043,-64.24703964879001
complaint398,0,2,0,2,0,2,0,1,16/01/2019,-31.4349149506576,-64.24753579213403
complaint399,0,1,0,2,1,1,2,0,12/10/2017,-31.44413666452096,-64.2472141196266
complaint400,0,0,0,1,0,1,0,1,02/04/2018,-31.43371745909979,-64.24700514587435
